Neighborhood,Crime,Number of Cases,Date
Nicollet Island - East Bank,Burglary,3.0,2020-12-01
Nicollet Island - East Bank,Homicide,0.0,2020-12-01
Nicollet Island - East Bank,Larceny,7.0,2020-12-01
Nicollet Island - East Bank,Rape,0.0,2020-12-01
Nicollet Island - East Bank,Robbery,0.0,2020-12-01
North Loop,Aggravated Assault,1.0,2020-12-01
North Loop,Arson,0.0,2020-12-01
North Loop,Auto Theft,1.0,2020-12-01
North Loop,Burglary,4.0,2020-12-01
North Loop,Homicide,0.0,2020-12-01
North Loop,Larceny,16.0,2020-12-01
North Loop,Rape,0.0,2020-12-01
North Loop,Robbery,0.0,2020-12-01
Northeast Park,Aggravated Assault,2.0,2020-12-01
Northeast Park,Arson,0.0,2020-12-01
Northeast Park,Auto Theft,1.0,2020-12-01
Northeast Park,Burglary,1.0,2020-12-01
Northeast Park,Homicide,0.0,2020-12-01
Northeast Park,Larceny,20.0,2020-12-01
Northeast Park,Rape,0.0,2020-12-01
Northeast Park,Robbery,1.0,2020-12-01
Northrop,Aggravated Assault,0.0,2020-12-01
Northrop,Arson,0.0,2020-12-01
Northrop,Auto Theft,4.0,2020-12-01
Northrop,Burglary,3.0,2020-12-01
Northrop,Homicide,0.0,2020-12-01
Northrop,Larceny,13.0,2020-12-01
Northrop,Rape,0.0,2020-12-01
Northrop,Robbery,1.0,2020-12-01
Page,Aggravated Assault,0.0,2020-12-01
Page,Arson,0.0,2020-12-01
Page,Auto Theft,1.0,2020-12-01
Page,Burglary,0.0,2020-12-01
Page,Homicide,0.0,2020-12-01
Page,Larceny,3.0,2020-12-01
Page,Rape,0.0,2020-12-01
Page,Robbery,0.0,2020-12-01
Phillips West,Aggravated Assault,4.0,2020-12-01
Phillips West,Arson,1.0,2020-12-01
Phillips West,Auto Theft,6.0,2020-12-01
Phillips West,Burglary,1.0,2020-12-01
Phillips West,Homicide,0.0,2020-12-01
Phillips West,Larceny,7.0,2020-12-01
Phillips West,Rape,2.0,2020-12-01
Phillips West,Robbery,4.0,2020-12-01
Powderhorn Park,Aggravated Assault,5.0,2020-12-01
Powderhorn Park,Arson,0.0,2020-12-01
Powderhorn Park,Auto Theft,15.0,2020-12-01
Powderhorn Park,Burglary,3.0,2020-12-01
Powderhorn Park,Homicide,0.0,2020-12-01
Powderhorn Park,Larceny,14.0,2020-12-01
Powderhorn Park,Rape,0.0,2020-12-01
Powderhorn Park,Robbery,7.0,2020-12-01
Prospect Park - East River Road,Aggravated Assault,0.0,2020-12-01
Prospect Park - East River Road,Arson,0.0,2020-12-01
Prospect Park - East River Road,Auto Theft,5.0,2020-12-01
Prospect Park - East River Road,Burglary,7.0,2020-12-01
Prospect Park - East River Road,Homicide,0.0,2020-12-01
Prospect Park - East River Road,Larceny,18.0,2020-12-01
Prospect Park - East River Road,Rape,0.0,2020-12-01
Prospect Park - East River Road,Robbery,0.0,2020-12-01
Regina,Aggravated Assault,1.0,2020-12-01
Regina,Arson,0.0,2020-12-01
Regina,Auto Theft,2.0,2020-12-01
Regina,Burglary,3.0,2020-12-01
Regina,Homicide,0.0,2020-12-01
Regina,Larceny,1.0,2020-12-01
Regina,Rape,0.0,2020-12-01
Regina,Robbery,0.0,2020-12-01
Seward,Aggravated Assault,2.0,2020-12-01
Seward,Arson,0.0,2020-12-01
Seward,Auto Theft,9.0,2020-12-01
Seward,Burglary,5.0,2020-12-01
Seward,Homicide,1.0,2020-12-01
Seward,Larceny,20.0,2020-12-01
Seward,Rape,0.0,2020-12-01
Seward,Robbery,1.0,2020-12-01
Sheridan,Aggravated Assault,2.0,2020-12-01
Sheridan,Arson,0.0,2020-12-01
Sheridan,Auto Theft,2.0,2020-12-01
Sheridan,Burglary,3.0,2020-12-01
Sheridan,Homicide,0.0,2020-12-01
Sheridan,Larceny,8.0,2020-12-01
Sheridan,Rape,0.0,2020-12-01
Sheridan,Robbery,2.0,2020-12-01
Shingle Creek,Aggravated Assault,2.0,2020-12-01
Shingle Creek,Arson,0.0,2020-12-01
Shingle Creek,Auto Theft,5.0,2020-12-01
Shingle Creek,Burglary,2.0,2020-12-01
Shingle Creek,Homicide,0.0,2020-12-01
Shingle Creek,Larceny,2.0,2020-12-01
Shingle Creek,Rape,0.0,2020-12-01
Shingle Creek,Robbery,0.0,2020-12-01
St. Anthony East,Aggravated Assault,0.0,2020-12-01
St. Anthony East,Arson,0.0,2020-12-01
St. Anthony East,Auto Theft,1.0,2020-12-01
St. Anthony East,Burglary,0.0,2020-12-01
St. Anthony East,Homicide,0.0,2020-12-01
St. Anthony East,Larceny,2.0,2020-12-01
St. Anthony East,Rape,0.0,2020-12-01
St. Anthony East,Robbery,0.0,2020-12-01
St. Anthony West,Aggravated Assault,0.0,2020-12-01
St. Anthony West,Arson,0.0,2020-12-01
St. Anthony West,Auto Theft,3.0,2020-12-01
St. Anthony West,Burglary,1.0,2020-12-01
St. Anthony West,Homicide,0.0,2020-12-01
St. Anthony West,Larceny,6.0,2020-12-01
St. Anthony West,Rape,0.0,2020-12-01
St. Anthony West,Robbery,0.0,2020-12-01
Standish,Aggravated Assault,0.0,2020-12-01
Standish,Arson,0.0,2020-12-01
Standish,Auto Theft,0.0,2020-12-01
Standish,Burglary,4.0,2020-12-01
Standish,Homicide,0.0,2020-12-01
Standish,Larceny,10.0,2020-12-01
Standish,Rape,0.0,2020-12-01
Standish,Robbery,2.0,2020-12-01
Steven's Square - Loring Heights,Aggravated Assault,5.0,2020-12-01
Steven's Square - Loring Heights,Arson,0.0,2020-12-01
Steven's Square - Loring Heights,Auto Theft,1.0,2020-12-01
Steven's Square - Loring Heights,Burglary,10.0,2020-12-01
Steven's Square - Loring Heights,Homicide,0.0,2020-12-01
Steven's Square - Loring Heights,Larceny,8.0,2020-12-01
Steven's Square - Loring Heights,Rape,0.0,2020-12-01
Steven's Square - Loring Heights,Robbery,1.0,2020-12-01
Sumner - Glenwood,Aggravated Assault,3.0,2020-12-01
Sumner - Glenwood,Arson,0.0,2020-12-01
Sumner - Glenwood,Auto Theft,1.0,2020-12-01
Sumner - Glenwood,Burglary,1.0,2020-12-01
Sumner - Glenwood,Homicide,0.0,2020-12-01
Sumner - Glenwood,Larceny,4.0,2020-12-01
Sumner - Glenwood,Rape,0.0,2020-12-01
Sumner - Glenwood,Robbery,0.0,2020-12-01
Tangletown,Aggravated Assault,0.0,2020-12-01
Tangletown,Arson,0.0,2020-12-01
Tangletown,Auto Theft,2.0,2020-12-01
Tangletown,Burglary,3.0,2020-12-01
Tangletown,Homicide,0.0,2020-12-01
Tangletown,Larceny,9.0,2020-12-01
Tangletown,Rape,0.0,2020-12-01
Tangletown,Robbery,1.0,2020-12-01
University of Minnesota,Aggravated Assault,0.0,2020-12-01
University of Minnesota,Arson,0.0,2020-12-01
University of Minnesota,Auto Theft,1.0,2020-12-01
University of Minnesota,Burglary,0.0,2020-12-01
University of Minnesota,Homicide,0.0,2020-12-01
University of Minnesota,Larceny,6.0,2020-12-01
University of Minnesota,Rape,0.0,2020-12-01
University of Minnesota,Robbery,0.0,2020-12-01
Ventura Village,Aggravated Assault,2.0,2020-12-01
Ventura Village,Arson,0.0,2020-12-01
Ventura Village,Auto Theft,10.0,2020-12-01
Ventura Village,Burglary,7.0,2020-12-01
Ventura Village,Homicide,0.0,2020-12-01
Ventura Village,Larceny,11.0,2020-12-01
Ventura Village,Rape,0.0,2020-12-01
Ventura Village,Robbery,5.0,2020-12-01
Victory,Aggravated Assault,1.0,2020-12-01
Victory,Arson,0.0,2020-12-01
Victory,Auto Theft,0.0,2020-12-01
Victory,Burglary,2.0,2020-12-01
Victory,Homicide,0.0,2020-12-01
Victory,Larceny,10.0,2020-12-01
Victory,Rape,1.0,2020-12-01
Victory,Robbery,0.0,2020-12-01
Waite Park,Aggravated Assault,0.0,2020-12-01
Waite Park,Arson,0.0,2020-12-01
Waite Park,Auto Theft,2.0,2020-12-01
Waite Park,Burglary,2.0,2020-12-01
Waite Park,Homicide,0.0,2020-12-01
Waite Park,Larceny,8.0,2020-12-01
Waite Park,Rape,1.0,2020-12-01
Waite Park,Robbery,0.0,2020-12-01
Webber - Camden,Aggravated Assault,4.0,2020-12-01
Webber - Camden,Arson,0.0,2020-12-01
Webber - Camden,Auto Theft,7.0,2020-12-01
Webber - Camden,Burglary,2.0,2020-12-01
Webber - Camden,Homicide,0.0,2020-12-01
Webber - Camden,Larceny,9.0,2020-12-01
Webber - Camden,Rape,0.0,2020-12-01
Webber - Camden,Robbery,0.0,2020-12-01
Wenonah,Aggravated Assault,2.0,2020-12-01
Wenonah,Arson,0.0,2020-12-01
Wenonah,Auto Theft,5.0,2020-12-01
Wenonah,Burglary,0.0,2020-12-01
Wenonah,Homicide,0.0,2020-12-01
Wenonah,Larceny,5.0,2020-12-01
Wenonah,Rape,0.0,2020-12-01
Wenonah,Robbery,0.0,2020-12-01
West Maka Ska,Aggravated Assault,0.0,2020-12-01
West Maka Ska,Arson,0.0,2020-12-01
West Maka Ska,Auto Theft,0.0,2020-12-01
West Maka Ska,Burglary,3.0,2020-12-01
West Maka Ska,Homicide,0.0,2020-12-01
West Maka Ska,Larceny,3.0,2020-12-01
West Maka Ska,Rape,0.0,2020-12-01
West Maka Ska,Robbery,0.0,2020-12-01
Whittier,Aggravated Assault,6.0,2020-12-01
Whittier,Arson,0.0,2020-12-01
Whittier,Auto Theft,14.0,2020-12-01
Whittier,Burglary,13.0,2020-12-01
Whittier,Homicide,0.0,2020-12-01
Whittier,Larceny,34.0,2020-12-01
Whittier,Rape,3.0,2020-12-01
Whittier,Robbery,10.0,2020-12-01
Willard - Hay,Aggravated Assault,9.0,2020-12-01
Willard - Hay,Arson,0.0,2020-12-01
Willard - Hay,Auto Theft,4.0,2020-12-01
Willard - Hay,Burglary,3.0,2020-12-01
Willard - Hay,Homicide,0.0,2020-12-01
Willard - Hay,Larceny,12.0,2020-12-01
Willard - Hay,Rape,0.0,2020-12-01
Willard - Hay,Robbery,2.0,2020-12-01
Windom,Aggravated Assault,1.0,2020-12-01
Windom,Arson,0.0,2020-12-01
Windom,Auto Theft,4.0,2020-12-01
Windom,Burglary,6.0,2020-12-01
Windom,Homicide,0.0,2020-12-01
Windom,Larceny,10.0,2020-12-01
Windom,Rape,0.0,2020-12-01
Windom,Robbery,0.0,2020-12-01
Windom Park,Aggravated Assault,0.0,2020-12-01
Windom Park,Arson,0.0,2020-12-01
Windom Park,Auto Theft,3.0,2020-12-01
Windom Park,Burglary,0.0,2020-12-01
Windom Park,Homicide,0.0,2020-12-01
Windom Park,Larceny,7.0,2020-12-01
Windom Park,Rape,0.0,2020-12-01
Windom Park,Robbery,2.0,2020-12-01
Armatage,Aggravated Assault,0.0,2021-01-01
Armatage,Arson,0.0,2021-01-01
Armatage,Auto Theft,3.0,2021-01-01
Armatage,Burglary,3.0,2021-01-01
Armatage,Homicide,0.0,2021-01-01
Armatage,Larceny,2.0,2021-01-01
Armatage,Rape,0.0,2021-01-01
Armatage,Robbery,0.0,2021-01-01
Audubon Park,Aggravated Assault,0.0,2021-01-01
Audubon Park,Arson,0.0,2021-01-01
Audubon Park,Auto Theft,1.0,2021-01-01
Audubon Park,Burglary,0.0,2021-01-01
Audubon Park,Homicide,0.0,2021-01-01
Audubon Park,Larceny,7.0,2021-01-01
Audubon Park,Rape,0.0,2021-01-01
Audubon Park,Robbery,0.0,2021-01-01
Bancroft,Aggravated Assault,1.0,2021-01-01
Bancroft,Arson,1.0,2021-01-01
Bancroft,Auto Theft,5.0,2021-01-01
Bancroft,Burglary,1.0,2021-01-01
Bancroft,Homicide,0.0,2021-01-01
Bancroft,Larceny,6.0,2021-01-01
Bancroft,Rape,0.0,2021-01-01
Bancroft,Robbery,5.0,2021-01-01
Beltrami,Aggravated Assault,1.0,2021-01-01
Beltrami,Arson,0.0,2021-01-01
Beltrami,Auto Theft,1.0,2021-01-01
Beltrami,Burglary,0.0,2021-01-01
Beltrami,Homicide,0.0,2021-01-01
Beltrami,Larceny,7.0,2021-01-01
Beltrami,Rape,0.0,2021-01-01
Beltrami,Robbery,0.0,2021-01-01
Bottineau,Aggravated Assault,2.0,2021-01-01
Bottineau,Arson,0.0,2021-01-01
Bottineau,Auto Theft,1.0,2021-01-01
Bottineau,Burglary,2.0,2021-01-01
Bottineau,Homicide,0.0,2021-01-01
Bottineau,Larceny,2.0,2021-01-01
Bottineau,Rape,0.0,2021-01-01
Bottineau,Robbery,0.0,2021-01-01
Bryant,Aggravated Assault,0.0,2021-01-01
Bryant,Arson,0.0,2021-01-01
Bryant,Auto Theft,6.0,2021-01-01
Bryant,Burglary,2.0,2021-01-01
Bryant,Homicide,0.0,2021-01-01
Bryant,Larceny,5.0,2021-01-01
Bryant,Rape,0.0,2021-01-01
Bryant,Robbery,2.0,2021-01-01
Bryn - Mawr,Aggravated Assault,1.0,2021-01-01
Bryn - Mawr,Arson,0.0,2021-01-01
Bryn - Mawr,Auto Theft,1.0,2021-01-01
Bryn - Mawr,Burglary,3.0,2021-01-01
Bryn - Mawr,Homicide,0.0,2021-01-01
Bryn - Mawr,Larceny,1.0,2021-01-01
Bryn - Mawr,Rape,0.0,2021-01-01
Bryn - Mawr,Robbery,0.0,2021-01-01
South Uptown,Aggravated Assault,1.0,2021-01-01
South Uptown,Arson,0.0,2021-01-01
South Uptown,Auto Theft,2.0,2021-01-01
South Uptown,Burglary,3.0,2021-01-01
South Uptown,Homicide,0.0,2021-01-01
South Uptown,Larceny,6.0,2021-01-01
South Uptown,Rape,0.0,2021-01-01
South Uptown,Robbery,5.0,2021-01-01
Camden Industrial,Aggravated Assault,0.0,2021-01-01
Camden Industrial,Arson,0.0,2021-01-01
Camden Industrial,Auto Theft,1.0,2021-01-01
Camden Industrial,Burglary,1.0,2021-01-01
Camden Industrial,Homicide,0.0,2021-01-01
Camden Industrial,Larceny,1.0,2021-01-01
Camden Industrial,Rape,0.0,2021-01-01
Camden Industrial,Robbery,1.0,2021-01-01
Cedar - Isles - Dean,Aggravated Assault,0.0,2021-01-01
Cedar - Isles - Dean,Arson,0.0,2021-01-01
Cedar - Isles - Dean,Auto Theft,0.0,2021-01-01
Cedar - Isles - Dean,Burglary,1.0,2021-01-01
Cedar - Isles - Dean,Homicide,0.0,2021-01-01
Cedar - Isles - Dean,Larceny,5.0,2021-01-01
Cedar - Isles - Dean,Rape,0.0,2021-01-01
Cedar - Isles - Dean,Robbery,0.0,2021-01-01
Cedar Riverside,Aggravated Assault,5.0,2021-01-01
Cedar Riverside,Arson,0.0,2021-01-01
Cedar Riverside,Auto Theft,9.0,2021-01-01
Cedar Riverside,Burglary,0.0,2021-01-01
Cedar Riverside,Homicide,0.0,2021-01-01
Cedar Riverside,Larceny,10.0,2021-01-01
Cedar Riverside,Rape,0.0,2021-01-01
Cedar Riverside,Robbery,3.0,2021-01-01
Central,Aggravated Assault,4.0,2021-01-01
Central,Arson,0.0,2021-01-01
Central,Auto Theft,6.0,2021-01-01
Central,Burglary,5.0,2021-01-01
Central,Homicide,0.0,2021-01-01
Central,Larceny,7.0,2021-01-01
Central,Rape,0.0,2021-01-01
Central,Robbery,8.0,2021-01-01
Cleveland,Aggravated Assault,2.0,2021-01-01
Cleveland,Arson,0.0,2021-01-01
Cleveland,Auto Theft,3.0,2021-01-01
Cleveland,Burglary,2.0,2021-01-01
Cleveland,Homicide,0.0,2021-01-01
Cleveland,Larceny,7.0,2021-01-01
Cleveland,Rape,0.0,2021-01-01
Cleveland,Robbery,3.0,2021-01-01
Columbia Park,Aggravated Assault,0.0,2021-01-01
Columbia Park,Arson,0.0,2021-01-01
Columbia Park,Auto Theft,1.0,2021-01-01
Columbia Park,Burglary,0.0,2021-01-01
Columbia Park,Homicide,0.0,2021-01-01
Columbia Park,Larceny,1.0,2021-01-01
Columbia Park,Rape,0.0,2021-01-01
Columbia Park,Robbery,0.0,2021-01-01
Como,Aggravated Assault,4.0,2021-01-01
Como,Arson,0.0,2021-01-01
Como,Auto Theft,10.0,2021-01-01
Como,Burglary,1.0,2021-01-01
Como,Homicide,0.0,2021-01-01
Como,Larceny,16.0,2021-01-01
Como,Rape,0.0,2021-01-01
Como,Robbery,1.0,2021-01-01
Cooper,Aggravated Assault,0.0,2021-01-01
Cooper,Arson,0.0,2021-01-01
Cooper,Auto Theft,1.0,2021-01-01
Cooper,Burglary,3.0,2021-01-01
Cooper,Homicide,0.0,2021-01-01
Cooper,Larceny,5.0,2021-01-01
Cooper,Rape,1.0,2021-01-01
Cooper,Robbery,1.0,2021-01-01
Corcoran,Aggravated Assault,0.0,2021-01-01
Corcoran,Arson,0.0,2021-01-01
Corcoran,Auto Theft,4.0,2021-01-01
Corcoran,Burglary,5.0,2021-01-01
Corcoran,Homicide,0.0,2021-01-01
Corcoran,Larceny,3.0,2021-01-01
Corcoran,Rape,1.0,2021-01-01
Corcoran,Robbery,5.0,2021-01-01
Diamond Lake,Aggravated Assault,0.0,2021-01-01
Diamond Lake,Arson,0.0,2021-01-01
Diamond Lake,Auto Theft,5.0,2021-01-01
Diamond Lake,Burglary,1.0,2021-01-01
Diamond Lake,Homicide,0.0,2021-01-01
Diamond Lake,Larceny,2.0,2021-01-01
Diamond Lake,Rape,1.0,2021-01-01
Diamond Lake,Robbery,0.0,2021-01-01
Downtown East,Aggravated Assault,1.0,2021-01-01
Downtown East,Arson,0.0,2021-01-01
Downtown East,Auto Theft,5.0,2021-01-01
Downtown East,Burglary,2.0,2021-01-01
Downtown East,Homicide,0.0,2021-01-01
Downtown East,Larceny,9.0,2021-01-01
Downtown East,Rape,0.0,2021-01-01
Downtown East,Robbery,1.0,2021-01-01
Downtown West,Aggravated Assault,7.0,2021-01-01
Downtown West,Arson,0.0,2021-01-01
Downtown West,Auto Theft,10.0,2021-01-01
Downtown West,Burglary,10.0,2021-01-01
Downtown West,Homicide,0.0,2021-01-01
Downtown West,Larceny,45.0,2021-01-01
Downtown West,Rape,2.0,2021-01-01
Downtown West,Robbery,6.0,2021-01-01
East Bde Maka Ska,Aggravated Assault,0.0,2021-01-01
East Bde Maka Ska,Arson,0.0,2021-01-01
East Bde Maka Ska,Auto Theft,2.0,2021-01-01
East Bde Maka Ska,Burglary,2.0,2021-01-01
East Bde Maka Ska,Homicide,0.0,2021-01-01
East Bde Maka Ska,Larceny,4.0,2021-01-01
East Bde Maka Ska,Rape,0.0,2021-01-01
East Bde Maka Ska,Robbery,2.0,2021-01-01
East Harriet,Aggravated Assault,2.0,2021-01-01
East Harriet,Arson,0.0,2021-01-01
East Harriet,Auto Theft,2.0,2021-01-01
East Harriet,Burglary,1.0,2021-01-01
East Harriet,Homicide,0.0,2021-01-01
East Harriet,Larceny,8.0,2021-01-01
East Harriet,Rape,0.0,2021-01-01
East Harriet,Robbery,2.0,2021-01-01
East Isles,Aggravated Assault,0.0,2021-01-01
East Isles,Arson,0.0,2021-01-01
East Isles,Auto Theft,3.0,2021-01-01
East Isles,Burglary,4.0,2021-01-01
East Isles,Homicide,0.0,2021-01-01
East Isles,Larceny,9.0,2021-01-01
East Isles,Rape,0.0,2021-01-01
East Isles,Robbery,3.0,2021-01-01
East Phillips,Aggravated Assault,5.0,2021-01-01
East Phillips,Arson,0.0,2021-01-01
East Phillips,Auto Theft,17.0,2021-01-01
East Phillips,Burglary,3.0,2021-01-01
East Phillips,Homicide,0.0,2021-01-01
East Phillips,Larceny,8.0,2021-01-01
East Phillips,Rape,2.0,2021-01-01
East Phillips,Robbery,3.0,2021-01-01
Elliot Park,Aggravated Assault,4.0,2021-01-01
Elliot Park,Arson,0.0,2021-01-01
Elliot Park,Auto Theft,5.0,2021-01-01
Elliot Park,Burglary,2.0,2021-01-01
Elliot Park,Homicide,0.0,2021-01-01
Elliot Park,Larceny,8.0,2021-01-01
Elliot Park,Rape,2.0,2021-01-01
Elliot Park,Robbery,0.0,2021-01-01
Ericsson,Aggravated Assault,0.0,2021-01-01
Ericsson,Arson,0.0,2021-01-01
Ericsson,Auto Theft,3.0,2021-01-01
Ericsson,Burglary,0.0,2021-01-01
Ericsson,Homicide,0.0,2021-01-01
Ericsson,Larceny,4.0,2021-01-01
Ericsson,Rape,0.0,2021-01-01
Ericsson,Robbery,0.0,2021-01-01
Field,Aggravated Assault,2.0,2021-01-01
Field,Arson,0.0,2021-01-01
Field,Auto Theft,1.0,2021-01-01
Field,Burglary,1.0,2021-01-01
Field,Homicide,0.0,2021-01-01
Field,Larceny,4.0,2021-01-01
Field,Rape,0.0,2021-01-01
Field,Robbery,2.0,2021-01-01
Folwell,Aggravated Assault,3.0,2021-01-01
Folwell,Arson,0.0,2021-01-01
Folwell,Auto Theft,8.0,2021-01-01
Folwell,Burglary,3.0,2021-01-01
Folwell,Homicide,1.0,2021-01-01
Folwell,Larceny,8.0,2021-01-01
Folwell,Rape,3.0,2021-01-01
Folwell,Robbery,2.0,2021-01-01
Fulton,Aggravated Assault,0.0,2021-01-01
Fulton,Arson,0.0,2021-01-01
Fulton,Auto Theft,1.0,2021-01-01
Fulton,Burglary,2.0,2021-01-01
Fulton,Homicide,0.0,2021-01-01
Fulton,Larceny,2.0,2021-01-01
Fulton,Rape,0.0,2021-01-01
Fulton,Robbery,0.0,2021-01-01
Hale,Aggravated Assault,1.0,2021-01-01
Hale,Arson,0.0,2021-01-01
Hale,Auto Theft,0.0,2021-01-01
Hale,Burglary,2.0,2021-01-01
Hale,Homicide,0.0,2021-01-01
Hale,Larceny,1.0,2021-01-01
Hale,Rape,0.0,2021-01-01
Hale,Robbery,0.0,2021-01-01
Harrison,Aggravated Assault,0.0,2021-01-01
Harrison,Arson,0.0,2021-01-01
Harrison,Auto Theft,11.0,2021-01-01
Harrison,Burglary,1.0,2021-01-01
Harrison,Homicide,0.0,2021-01-01
Harrison,Larceny,5.0,2021-01-01
Harrison,Rape,0.0,2021-01-01
Harrison,Robbery,1.0,2021-01-01
Hawthorne,Aggravated Assault,9.0,2021-01-01
Hawthorne,Arson,0.0,2021-01-01
Hawthorne,Auto Theft,10.0,2021-01-01
Hawthorne,Burglary,1.0,2021-01-01
Hawthorne,Homicide,0.0,2021-01-01
Hawthorne,Larceny,9.0,2021-01-01
Hawthorne,Rape,1.0,2021-01-01
Hawthorne,Robbery,1.0,2021-01-01
Hiawatha,Aggravated Assault,0.0,2021-01-01
Hiawatha,Arson,0.0,2021-01-01
Hiawatha,Auto Theft,5.0,2021-01-01
Hiawatha,Burglary,2.0,2021-01-01
Hiawatha,Homicide,1.0,2021-01-01
Hiawatha,Larceny,21.0,2021-01-01
Hiawatha,Rape,0.0,2021-01-01
Hiawatha,Robbery,0.0,2021-01-01
Holland,Aggravated Assault,0.0,2021-01-01
Holland,Arson,0.0,2021-01-01
Holland,Auto Theft,7.0,2021-01-01
Holland,Burglary,3.0,2021-01-01
Holland,Homicide,0.0,2021-01-01
Holland,Larceny,6.0,2021-01-01
Holland,Rape,0.0,2021-01-01
Holland,Robbery,1.0,2021-01-01
Howe,Aggravated Assault,0.0,2021-01-01
Howe,Arson,0.0,2021-01-01
Howe,Auto Theft,3.0,2021-01-01
Howe,Burglary,3.0,2021-01-01
Howe,Homicide,0.0,2021-01-01
Howe,Larceny,9.0,2021-01-01
Howe,Rape,0.0,2021-01-01
Howe,Robbery,3.0,2021-01-01
Humboldt Industrial Area,Aggravated Assault,0.0,2021-01-01
Humboldt Industrial Area,Arson,0.0,2021-01-01
Humboldt Industrial Area,Auto Theft,0.0,2021-01-01
Humboldt Industrial Area,Burglary,0.0,2021-01-01
Humboldt Industrial Area,Homicide,0.0,2021-01-01
Humboldt Industrial Area,Larceny,0.0,2021-01-01
Humboldt Industrial Area,Rape,0.0,2021-01-01
Humboldt Industrial Area,Robbery,0.0,2021-01-01
Jordan,Aggravated Assault,6.0,2021-01-01
Jordan,Arson,0.0,2021-01-01
Jordan,Auto Theft,11.0,2021-01-01
Jordan,Burglary,5.0,2021-01-01
Jordan,Homicide,0.0,2021-01-01
Jordan,Larceny,17.0,2021-01-01
Jordan,Rape,2.0,2021-01-01
Jordan,Robbery,1.0,2021-01-01
Keewaydin,Aggravated Assault,0.0,2021-01-01
Keewaydin,Arson,0.0,2021-01-01
Keewaydin,Auto Theft,0.0,2021-01-01
Keewaydin,Burglary,0.0,2021-01-01
Keewaydin,Homicide,0.0,2021-01-01
Keewaydin,Larceny,8.0,2021-01-01
Keewaydin,Rape,0.0,2021-01-01
Keewaydin,Robbery,0.0,2021-01-01
Kenny,Aggravated Assault,1.0,2021-01-01
Kenny,Arson,0.0,2021-01-01
Kenny,Auto Theft,1.0,2021-01-01
Kenny,Burglary,1.0,2021-01-01
Kenny,Homicide,0.0,2021-01-01
Kenny,Larceny,1.0,2021-01-01
Kenny,Rape,0.0,2021-01-01
Kenny,Robbery,0.0,2021-01-01
Kenwood,Aggravated Assault,0.0,2021-01-01
Kenwood,Arson,0.0,2021-01-01
Kenwood,Auto Theft,1.0,2021-01-01
Kenwood,Burglary,0.0,2021-01-01
Kenwood,Homicide,0.0,2021-01-01
Kenwood,Larceny,1.0,2021-01-01
Kenwood,Rape,0.0,2021-01-01
Kenwood,Robbery,0.0,2021-01-01
King Field,Aggravated Assault,0.0,2021-01-01
King Field,Arson,0.0,2021-01-01
King Field,Auto Theft,9.0,2021-01-01
King Field,Burglary,5.0,2021-01-01
King Field,Homicide,0.0,2021-01-01
King Field,Larceny,8.0,2021-01-01
King Field,Rape,0.0,2021-01-01
King Field,Robbery,6.0,2021-01-01
Lind - Bohanon,Aggravated Assault,1.0,2021-01-01
Lind - Bohanon,Arson,1.0,2021-01-01
Lind - Bohanon,Auto Theft,2.0,2021-01-01
Lind - Bohanon,Burglary,0.0,2021-01-01
Lind - Bohanon,Homicide,0.0,2021-01-01
Lind - Bohanon,Larceny,7.0,2021-01-01
Lind - Bohanon,Rape,1.0,2021-01-01
Lind - Bohanon,Robbery,0.0,2021-01-01
Linden Hills,Aggravated Assault,0.0,2021-01-01
Linden Hills,Arson,0.0,2021-01-01
Linden Hills,Auto Theft,0.0,2021-01-01
Linden Hills,Burglary,0.0,2021-01-01
Linden Hills,Homicide,0.0,2021-01-01
Linden Hills,Larceny,5.0,2021-01-01
Linden Hills,Rape,0.0,2021-01-01
Linden Hills,Robbery,0.0,2021-01-01
Logan Park,Aggravated Assault,0.0,2021-01-01
Logan Park,Arson,0.0,2021-01-01
Logan Park,Auto Theft,1.0,2021-01-01
Logan Park,Burglary,1.0,2021-01-01
Logan Park,Homicide,0.0,2021-01-01
Logan Park,Larceny,3.0,2021-01-01
Logan Park,Rape,0.0,2021-01-01
Logan Park,Robbery,1.0,2021-01-01
Longfellow,Aggravated Assault,1.0,2021-01-01
Longfellow,Arson,0.0,2021-01-01
Longfellow,Auto Theft,6.0,2021-01-01
Longfellow,Burglary,3.0,2021-01-01
Longfellow,Homicide,0.0,2021-01-01
Longfellow,Larceny,22.0,2021-01-01
Longfellow,Rape,0.0,2021-01-01
Longfellow,Robbery,2.0,2021-01-01
Loring Park,Aggravated Assault,2.0,2021-01-01
Loring Park,Arson,0.0,2021-01-01
Loring Park,Auto Theft,6.0,2021-01-01
Loring Park,Burglary,4.0,2021-01-01
Loring Park,Homicide,0.0,2021-01-01
Loring Park,Larceny,26.0,2021-01-01
Loring Park,Rape,1.0,2021-01-01
Loring Park,Robbery,1.0,2021-01-01
Lowry Hill,Aggravated Assault,1.0,2021-01-01
Lowry Hill,Arson,0.0,2021-01-01
Lowry Hill,Auto Theft,6.0,2021-01-01
Lowry Hill,Burglary,2.0,2021-01-01
Lowry Hill,Homicide,0.0,2021-01-01
Lowry Hill,Larceny,7.0,2021-01-01
Lowry Hill,Rape,0.0,2021-01-01
Lowry Hill,Robbery,2.0,2021-01-01
Lowry Hill East,Aggravated Assault,0.0,2021-01-01
