Date,Neighborhood,Crime,Number of Cases
11/2021,Phillips West,Auto Theft,9.0
11/2021,Phillips West,Burglary,2.0
11/2021,Phillips West,Homicide,0.0
11/2021,Phillips West,Larceny,11.0
11/2021,Phillips West,Rape,1.0
11/2021,Phillips West,Robbery,3.0
11/2021,Powderhorn Park,Aggravated Assault,4.0
11/2021,Powderhorn Park,Arson,0.0
11/2021,Powderhorn Park,Auto Theft,4.0
11/2021,Powderhorn Park,Burglary,1.0
11/2021,Powderhorn Park,Homicide,0.0
11/2021,Powderhorn Park,Larceny,15.0
11/2021,Powderhorn Park,Rape,0.0
11/2021,Powderhorn Park,Robbery,15.0
11/2021,Prospect Park - East River Road,Aggravated Assault,2.0
11/2021,Prospect Park - East River Road,Arson,0.0
11/2021,Prospect Park - East River Road,Auto Theft,13.0
11/2021,Prospect Park - East River Road,Burglary,3.0
11/2021,Prospect Park - East River Road,Homicide,0.0
11/2021,Prospect Park - East River Road,Larceny,34.0
11/2021,Prospect Park - East River Road,Rape,1.0
11/2021,Prospect Park - East River Road,Robbery,6.0
11/2021,Regina,Aggravated Assault,1.0
11/2021,Regina,Arson,0.0
11/2021,Regina,Auto Theft,3.0
11/2021,Regina,Burglary,1.0
11/2021,Regina,Homicide,0.0
11/2021,Regina,Larceny,3.0
11/2021,Regina,Rape,0.0
11/2021,Regina,Robbery,1.0
11/2021,Seward,Aggravated Assault,5.0
11/2021,Seward,Arson,1.0
11/2021,Seward,Auto Theft,9.0
11/2021,Seward,Burglary,4.0
11/2021,Seward,Homicide,1.0
11/2021,Seward,Larceny,24.0
11/2021,Seward,Rape,1.0
11/2021,Seward,Robbery,4.0
11/2021,Sheridan,Aggravated Assault,1.0
11/2021,Sheridan,Arson,0.0
11/2021,Sheridan,Auto Theft,3.0
11/2021,Sheridan,Burglary,0.0
11/2021,Sheridan,Homicide,0.0
11/2021,Sheridan,Larceny,10.0
11/2021,Sheridan,Rape,0.0
11/2021,Sheridan,Robbery,2.0
11/2021,Shingle Creek,Aggravated Assault,0.0
11/2021,Shingle Creek,Arson,1.0
11/2021,Shingle Creek,Auto Theft,1.0
11/2021,Shingle Creek,Burglary,1.0
11/2021,Shingle Creek,Homicide,0.0
11/2021,Shingle Creek,Larceny,4.0
11/2021,Shingle Creek,Rape,1.0
11/2021,Shingle Creek,Robbery,0.0
11/2021,St. Anthony East,Aggravated Assault,0.0
11/2021,St. Anthony East,Arson,0.0
11/2021,St. Anthony East,Auto Theft,1.0
11/2021,St. Anthony East,Burglary,1.0
11/2021,St. Anthony East,Homicide,0.0
11/2021,St. Anthony East,Larceny,3.0
11/2021,St. Anthony East,Rape,0.0
11/2021,St. Anthony East,Robbery,0.0
11/2021,St. Anthony West,Aggravated Assault,1.0
11/2021,St. Anthony West,Arson,0.0
11/2021,St. Anthony West,Auto Theft,3.0
11/2021,St. Anthony West,Burglary,3.0
11/2021,St. Anthony West,Homicide,0.0
11/2021,St. Anthony West,Larceny,10.0
11/2021,St. Anthony West,Rape,0.0
11/2021,St. Anthony West,Robbery,0.0
11/2021,Standish,Aggravated Assault,0.0
11/2021,Standish,Arson,0.0
11/2021,Standish,Auto Theft,10.0
11/2021,Standish,Burglary,2.0
11/2021,Standish,Homicide,0.0
11/2021,Standish,Larceny,13.0
11/2021,Standish,Rape,0.0
11/2021,Standish,Robbery,5.0
11/2021,Steven's Square - Loring Heights,Aggravated Assault,2.0
11/2021,Steven's Square - Loring Heights,Arson,0.0
11/2021,Steven's Square - Loring Heights,Auto Theft,7.0
11/2021,Steven's Square - Loring Heights,Burglary,2.0
11/2021,Steven's Square - Loring Heights,Homicide,0.0
11/2021,Steven's Square - Loring Heights,Larceny,15.0
11/2021,Steven's Square - Loring Heights,Rape,0.0
11/2021,Steven's Square - Loring Heights,Robbery,3.0
11/2021,Sumner - Glenwood,Aggravated Assault,0.0
11/2021,Sumner - Glenwood,Arson,0.0
11/2021,Sumner - Glenwood,Auto Theft,0.0
11/2021,Sumner - Glenwood,Burglary,0.0
11/2021,Sumner - Glenwood,Homicide,0.0
11/2021,Sumner - Glenwood,Larceny,7.0
11/2021,Sumner - Glenwood,Rape,1.0
11/2021,Sumner - Glenwood,Robbery,6.0
11/2021,Tangletown,Aggravated Assault,0.0
11/2021,Tangletown,Arson,0.0
11/2021,Tangletown,Auto Theft,0.0
11/2021,Tangletown,Burglary,2.0
11/2021,Tangletown,Homicide,0.0
11/2021,Tangletown,Larceny,8.0
11/2021,Tangletown,Rape,0.0
11/2021,Tangletown,Robbery,4.0
11/2021,University of Minnesota,Aggravated Assault,0.0
11/2021,University of Minnesota,Arson,1.0
11/2021,University of Minnesota,Auto Theft,2.0
11/2021,University of Minnesota,Burglary,1.0
11/2021,University of Minnesota,Homicide,0.0
11/2021,University of Minnesota,Larceny,3.0
11/2021,University of Minnesota,Rape,0.0
11/2021,University of Minnesota,Robbery,0.0
11/2021,Ventura Village,Aggravated Assault,7.0
11/2021,Ventura Village,Arson,1.0
11/2021,Ventura Village,Auto Theft,3.0
11/2021,Ventura Village,Burglary,4.0
11/2021,Ventura Village,Homicide,1.0
11/2021,Ventura Village,Larceny,10.0
11/2021,Ventura Village,Rape,4.0
11/2021,Ventura Village,Robbery,4.0
11/2021,Victory,Aggravated Assault,1.0
11/2021,Victory,Arson,0.0
11/2021,Victory,Auto Theft,3.0
11/2021,Victory,Burglary,1.0
11/2021,Victory,Homicide,0.0
11/2021,Victory,Larceny,7.0
11/2021,Victory,Rape,0.0
11/2021,Victory,Robbery,1.0
11/2021,Waite Park,Aggravated Assault,0.0
11/2021,Waite Park,Arson,0.0
11/2021,Waite Park,Auto Theft,4.0
11/2021,Waite Park,Burglary,1.0
11/2021,Waite Park,Homicide,0.0
11/2021,Waite Park,Larceny,1.0
11/2021,Waite Park,Rape,0.0
11/2021,Waite Park,Robbery,0.0
11/2021,Webber - Camden,Aggravated Assault,9.0
11/2021,Webber - Camden,Arson,0.0
11/2021,Webber - Camden,Auto Theft,6.0
11/2021,Webber - Camden,Burglary,2.0
11/2021,Webber - Camden,Homicide,0.0
11/2021,Webber - Camden,Larceny,1.0
11/2021,Webber - Camden,Rape,0.0
11/2021,Webber - Camden,Robbery,2.0
11/2021,Wenonah,Aggravated Assault,3.0
11/2021,Wenonah,Arson,0.0
11/2021,Wenonah,Auto Theft,0.0
11/2021,Wenonah,Burglary,2.0
11/2021,Wenonah,Homicide,0.0
11/2021,Wenonah,Larceny,4.0
11/2021,Wenonah,Rape,0.0
11/2021,Wenonah,Robbery,4.0
11/2021,West Maka Ska,Aggravated Assault,0.0
11/2021,West Maka Ska,Arson,0.0
11/2021,West Maka Ska,Auto Theft,1.0
11/2021,West Maka Ska,Burglary,0.0
11/2021,West Maka Ska,Homicide,0.0
11/2021,West Maka Ska,Larceny,12.0
11/2021,West Maka Ska,Rape,0.0
11/2021,West Maka Ska,Robbery,3.0
11/2021,Whittier,Aggravated Assault,10.0
11/2021,Whittier,Arson,0.0
11/2021,Whittier,Auto Theft,25.0
11/2021,Whittier,Burglary,13.0
11/2021,Whittier,Homicide,0.0
11/2021,Whittier,Larceny,49.0
11/2021,Whittier,Rape,3.0
11/2021,Whittier,Robbery,30.0
11/2021,Willard - Hay,Aggravated Assault,10.0
11/2021,Willard - Hay,Arson,1.0
11/2021,Willard - Hay,Auto Theft,4.0
11/2021,Willard - Hay,Burglary,1.0
11/2021,Willard - Hay,Homicide,0.0
11/2021,Willard - Hay,Larceny,10.0
11/2021,Willard - Hay,Rape,1.0
11/2021,Willard - Hay,Robbery,4.0
11/2021,Windom,Aggravated Assault,2.0
11/2021,Windom,Arson,0.0
11/2021,Windom,Auto Theft,2.0
11/2021,Windom,Burglary,3.0
11/2021,Windom,Homicide,0.0
11/2021,Windom,Larceny,8.0
11/2021,Windom,Rape,1.0
11/2021,Windom,Robbery,0.0
11/2021,Windom Park,Aggravated Assault,0.0
11/2021,Windom Park,Arson,0.0
11/2021,Windom Park,Auto Theft,3.0
11/2021,Windom Park,Burglary,2.0
11/2021,Windom Park,Homicide,0.0
11/2021,Windom Park,Larceny,5.0
11/2021,Windom Park,Rape,0.0
11/2021,Windom Park,Robbery,2.0
12/2021,Armatage,Aggravated Assault,1.0
12/2021,Armatage,Arson,0.0
12/2021,Armatage,Auto Theft,2.0
12/2021,Armatage,Burglary,3.0
12/2021,Armatage,Homicide,0.0
12/2021,Armatage,Larceny,5.0
12/2021,Armatage,Rape,0.0
12/2021,Armatage,Robbery,0.0
12/2021,Audubon Park,Aggravated Assault,0.0
12/2021,Audubon Park,Arson,0.0
12/2021,Audubon Park,Auto Theft,3.0
12/2021,Audubon Park,Burglary,1.0
12/2021,Audubon Park,Homicide,0.0
12/2021,Audubon Park,Larceny,9.0
12/2021,Audubon Park,Rape,0.0
12/2021,Audubon Park,Robbery,0.0
12/2021,Bancroft,Aggravated Assault,1.0
12/2021,Bancroft,Arson,0.0
12/2021,Bancroft,Auto Theft,6.0
12/2021,Bancroft,Burglary,1.0
12/2021,Bancroft,Homicide,0.0
12/2021,Bancroft,Larceny,7.0
12/2021,Bancroft,Rape,0.0
12/2021,Bancroft,Robbery,2.0
12/2021,Beltrami,Aggravated Assault,0.0
12/2021,Beltrami,Arson,0.0
12/2021,Beltrami,Auto Theft,1.0
12/2021,Beltrami,Burglary,2.0
12/2021,Beltrami,Homicide,0.0
12/2021,Beltrami,Larceny,2.0
12/2021,Beltrami,Rape,0.0
12/2021,Beltrami,Robbery,0.0
12/2021,Bottineau,Aggravated Assault,0.0
12/2021,Bottineau,Arson,0.0
12/2021,Bottineau,Auto Theft,1.0
12/2021,Bottineau,Burglary,0.0
12/2021,Bottineau,Homicide,0.0
12/2021,Bottineau,Larceny,2.0
12/2021,Bottineau,Rape,0.0
12/2021,Bottineau,Robbery,0.0
12/2021,Bryant,Aggravated Assault,0.0
12/2021,Bryant,Arson,0.0
12/2021,Bryant,Auto Theft,1.0
12/2021,Bryant,Burglary,3.0
12/2021,Bryant,Homicide,0.0
12/2021,Bryant,Larceny,3.0
12/2021,Bryant,Rape,0.0
12/2021,Bryant,Robbery,1.0
12/2021,Bryn - Mawr,Aggravated Assault,0.0
12/2021,Bryn - Mawr,Arson,0.0
12/2021,Bryn - Mawr,Auto Theft,0.0
12/2021,Bryn - Mawr,Burglary,2.0
12/2021,Bryn - Mawr,Homicide,0.0
12/2021,Bryn - Mawr,Larceny,1.0
12/2021,Bryn - Mawr,Rape,0.0
12/2021,Bryn - Mawr,Robbery,1.0
12/2021,South Uptown,Aggravated Assault,3.0
12/2021,South Uptown,Arson,0.0
12/2021,South Uptown,Auto Theft,12.0
12/2021,South Uptown,Burglary,3.0
12/2021,South Uptown,Homicide,0.0
12/2021,South Uptown,Larceny,22.0
12/2021,South Uptown,Rape,0.0
12/2021,South Uptown,Robbery,6.0
12/2021,Camden Industrial,Aggravated Assault,0.0
12/2021,Camden Industrial,Arson,0.0
12/2021,Camden Industrial,Auto Theft,1.0
12/2021,Camden Industrial,Burglary,0.0
12/2021,Camden Industrial,Homicide,0.0
12/2021,Camden Industrial,Larceny,1.0
12/2021,Camden Industrial,Rape,0.0
12/2021,Camden Industrial,Robbery,0.0
12/2021,Cedar - Isles - Dean,Aggravated Assault,0.0
12/2021,Cedar - Isles - Dean,Arson,0.0
12/2021,Cedar - Isles - Dean,Auto Theft,3.0
12/2021,Cedar - Isles - Dean,Burglary,2.0
12/2021,Cedar - Isles - Dean,Homicide,0.0
12/2021,Cedar - Isles - Dean,Larceny,3.0
12/2021,Cedar - Isles - Dean,Rape,0.0
12/2021,Cedar - Isles - Dean,Robbery,0.0
12/2021,Cedar Riverside,Aggravated Assault,4.0
12/2021,Cedar Riverside,Arson,0.0
12/2021,Cedar Riverside,Auto Theft,11.0
12/2021,Cedar Riverside,Burglary,1.0
12/2021,Cedar Riverside,Homicide,0.0
12/2021,Cedar Riverside,Larceny,26.0
12/2021,Cedar Riverside,Rape,1.0
12/2021,Cedar Riverside,Robbery,2.0
12/2021,Central,Aggravated Assault,3.0
12/2021,Central,Arson,0.0
12/2021,Central,Auto Theft,14.0
12/2021,Central,Burglary,2.0
12/2021,Central,Homicide,1.0
12/2021,Central,Larceny,10.0
12/2021,Central,Rape,1.0
12/2021,Central,Robbery,11.0
12/2021,Cleveland,Aggravated Assault,0.0
12/2021,Cleveland,Arson,0.0
12/2021,Cleveland,Auto Theft,2.0
12/2021,Cleveland,Burglary,1.0
12/2021,Cleveland,Homicide,0.0
12/2021,Cleveland,Larceny,5.0
12/2021,Cleveland,Rape,0.0
12/2021,Cleveland,Robbery,0.0
12/2021,Columbia Park,Aggravated Assault,0.0
12/2021,Columbia Park,Arson,0.0
12/2021,Columbia Park,Auto Theft,1.0
12/2021,Columbia Park,Burglary,0.0
12/2021,Columbia Park,Homicide,0.0
12/2021,Columbia Park,Larceny,2.0
12/2021,Columbia Park,Rape,0.0
12/2021,Columbia Park,Robbery,0.0
12/2021,Como,Aggravated Assault,3.0
12/2021,Como,Arson,0.0
12/2021,Como,Auto Theft,6.0
12/2021,Como,Burglary,6.0
12/2021,Como,Homicide,0.0
12/2021,Como,Larceny,22.0
12/2021,Como,Rape,0.0
12/2021,Como,Robbery,0.0
12/2021,Cooper,Aggravated Assault,1.0
12/2021,Cooper,Arson,0.0
12/2021,Cooper,Auto Theft,5.0
12/2021,Cooper,Burglary,0.0
12/2021,Cooper,Homicide,0.0
12/2021,Cooper,Larceny,5.0
12/2021,Cooper,Rape,0.0
12/2021,Cooper,Robbery,0.0
12/2021,Corcoran,Aggravated Assault,1.0
12/2021,Corcoran,Arson,0.0
12/2021,Corcoran,Auto Theft,6.0
12/2021,Corcoran,Burglary,2.0
12/2021,Corcoran,Homicide,0.0
12/2021,Corcoran,Larceny,5.0
12/2021,Corcoran,Rape,0.0
12/2021,Corcoran,Robbery,2.0
12/2021,Diamond Lake,Aggravated Assault,0.0
12/2021,Diamond Lake,Arson,0.0
12/2021,Diamond Lake,Auto Theft,6.0
12/2021,Diamond Lake,Burglary,3.0
12/2021,Diamond Lake,Homicide,0.0
12/2021,Diamond Lake,Larceny,6.0
12/2021,Diamond Lake,Rape,0.0
12/2021,Diamond Lake,Robbery,1.0
12/2021,Downtown East,Aggravated Assault,2.0
12/2021,Downtown East,Arson,0.0
12/2021,Downtown East,Auto Theft,4.0
12/2021,Downtown East,Burglary,2.0
12/2021,Downtown East,Homicide,0.0
12/2021,Downtown East,Larceny,13.0
12/2021,Downtown East,Rape,0.0
12/2021,Downtown East,Robbery,0.0
12/2021,Downtown West,Aggravated Assault,12.0
12/2021,Downtown West,Arson,1.0
12/2021,Downtown West,Auto Theft,9.0
12/2021,Downtown West,Burglary,2.0
12/2021,Downtown West,Homicide,0.0
12/2021,Downtown West,Larceny,81.0
12/2021,Downtown West,Rape,1.0
12/2021,Downtown West,Robbery,15.0
12/2021,East Bde Maka Ska,Aggravated Assault,1.0
12/2021,East Bde Maka Ska,Arson,0.0
12/2021,East Bde Maka Ska,Auto Theft,5.0
12/2021,East Bde Maka Ska,Burglary,2.0
12/2021,East Bde Maka Ska,Homicide,0.0
12/2021,East Bde Maka Ska,Larceny,11.0
12/2021,East Bde Maka Ska,Rape,0.0
12/2021,East Bde Maka Ska,Robbery,1.0
12/2021,East Harriet,Aggravated Assault,0.0
12/2021,East Harriet,Arson,0.0
12/2021,East Harriet,Auto Theft,1.0
12/2021,East Harriet,Burglary,0.0
12/2021,East Harriet,Homicide,0.0
12/2021,East Harriet,Larceny,4.0
12/2021,East Harriet,Rape,0.0
12/2021,East Harriet,Robbery,0.0
12/2021,East Isles,Aggravated Assault,1.0
12/2021,East Isles,Arson,0.0
12/2021,East Isles,Auto Theft,1.0
12/2021,East Isles,Burglary,1.0
12/2021,East Isles,Homicide,0.0
12/2021,East Isles,Larceny,13.0
12/2021,East Isles,Rape,0.0
12/2021,East Isles,Robbery,3.0
12/2021,East Phillips,Aggravated Assault,3.0
12/2021,East Phillips,Arson,0.0
12/2021,East Phillips,Auto Theft,10.0
12/2021,East Phillips,Burglary,8.0
12/2021,East Phillips,Homicide,1.0
12/2021,East Phillips,Larceny,16.0
12/2021,East Phillips,Rape,1.0
12/2021,East Phillips,Robbery,2.0
12/2021,Elliot Park,Aggravated Assault,5.0
12/2021,Elliot Park,Arson,0.0
12/2021,Elliot Park,Auto Theft,5.0
12/2021,Elliot Park,Burglary,3.0
12/2021,Elliot Park,Homicide,0.0
12/2021,Elliot Park,Larceny,16.0
12/2021,Elliot Park,Rape,0.0
12/2021,Elliot Park,Robbery,1.0
12/2021,Ericsson,Aggravated Assault,0.0
12/2021,Ericsson,Arson,0.0
12/2021,Ericsson,Auto Theft,2.0
12/2021,Ericsson,Burglary,3.0
12/2021,Ericsson,Homicide,0.0
12/2021,Ericsson,Larceny,6.0
12/2021,Ericsson,Rape,0.0
12/2021,Ericsson,Robbery,0.0
