Date,Neighborhood,Crime,Number of Cases
6/2020,Standish,Larceny,5.0
6/2020,Standish,Rape,0.0
6/2020,Standish,Robbery,0.0
6/2020,Steven's Square - Loring Heights,Aggravated Assault,4.0
6/2020,Steven's Square - Loring Heights,Arson,0.0
6/2020,Steven's Square - Loring Heights,Auto Theft,4.0
6/2020,Steven's Square - Loring Heights,Burglary,4.0
6/2020,Steven's Square - Loring Heights,Homicide,0.0
6/2020,Steven's Square - Loring Heights,Larceny,10.0
6/2020,Steven's Square - Loring Heights,Rape,0.0
6/2020,Steven's Square - Loring Heights,Robbery,1.0
6/2020,Sumner - Glenwood,Aggravated Assault,1.0
6/2020,Sumner - Glenwood,Arson,0.0
6/2020,Sumner - Glenwood,Auto Theft,2.0
6/2020,Sumner - Glenwood,Burglary,1.0
6/2020,Sumner - Glenwood,Homicide,0.0
6/2020,Sumner - Glenwood,Larceny,5.0
6/2020,Sumner - Glenwood,Rape,1.0
6/2020,Sumner - Glenwood,Robbery,0.0
6/2020,Tangletown,Aggravated Assault,0.0
6/2020,Tangletown,Arson,0.0
6/2020,Tangletown,Auto Theft,2.0
6/2020,Tangletown,Burglary,1.0
6/2020,Tangletown,Homicide,0.0
6/2020,Tangletown,Larceny,8.0
6/2020,Tangletown,Rape,0.0
6/2020,Tangletown,Robbery,0.0
6/2020,University of Minnesota,Aggravated Assault,0.0
6/2020,University of Minnesota,Arson,0.0
6/2020,University of Minnesota,Auto Theft,1.0
6/2020,University of Minnesota,Burglary,1.0
6/2020,University of Minnesota,Homicide,0.0
6/2020,University of Minnesota,Larceny,2.0
6/2020,University of Minnesota,Rape,0.0
6/2020,University of Minnesota,Robbery,0.0
6/2020,Ventura Village,Aggravated Assault,11.0
6/2020,Ventura Village,Arson,0.0
6/2020,Ventura Village,Auto Theft,16.0
6/2020,Ventura Village,Burglary,4.0
6/2020,Ventura Village,Homicide,0.0
6/2020,Ventura Village,Larceny,10.0
6/2020,Ventura Village,Rape,0.0
6/2020,Ventura Village,Robbery,6.0
6/2020,Victory,Aggravated Assault,0.0
6/2020,Victory,Arson,1.0
6/2020,Victory,Auto Theft,7.0
6/2020,Victory,Burglary,5.0
6/2020,Victory,Homicide,0.0
6/2020,Victory,Larceny,4.0
6/2020,Victory,Rape,0.0
6/2020,Victory,Robbery,1.0
6/2020,Waite Park,Aggravated Assault,2.0
6/2020,Waite Park,Arson,0.0
6/2020,Waite Park,Auto Theft,2.0
6/2020,Waite Park,Burglary,2.0
6/2020,Waite Park,Homicide,0.0
6/2020,Waite Park,Larceny,9.0
6/2020,Waite Park,Rape,0.0
6/2020,Waite Park,Robbery,1.0
6/2020,Webber - Camden,Aggravated Assault,9.0
6/2020,Webber - Camden,Arson,2.0
6/2020,Webber - Camden,Auto Theft,5.0
6/2020,Webber - Camden,Burglary,6.0
6/2020,Webber - Camden,Homicide,1.0
6/2020,Webber - Camden,Larceny,6.0
6/2020,Webber - Camden,Rape,0.0
6/2020,Webber - Camden,Robbery,2.0
6/2020,Wenonah,Aggravated Assault,2.0
6/2020,Wenonah,Arson,0.0
6/2020,Wenonah,Auto Theft,3.0
6/2020,Wenonah,Burglary,1.0
6/2020,Wenonah,Homicide,0.0
6/2020,Wenonah,Larceny,2.0
6/2020,Wenonah,Rape,0.0
6/2020,Wenonah,Robbery,0.0
6/2020,West Maka Ska,Aggravated Assault,0.0
6/2020,West Maka Ska,Arson,0.0
6/2020,West Maka Ska,Auto Theft,1.0
6/2020,West Maka Ska,Burglary,11.0
6/2020,West Maka Ska,Homicide,0.0
6/2020,West Maka Ska,Larceny,6.0
6/2020,West Maka Ska,Rape,0.0
6/2020,West Maka Ska,Robbery,0.0
6/2020,Whittier,Aggravated Assault,10.0
6/2020,Whittier,Arson,1.0
6/2020,Whittier,Auto Theft,25.0
6/2020,Whittier,Burglary,23.0
6/2020,Whittier,Homicide,0.0
6/2020,Whittier,Larceny,29.0
6/2020,Whittier,Rape,1.0
6/2020,Whittier,Robbery,4.0
6/2020,Willard - Hay,Aggravated Assault,14.0
6/2020,Willard - Hay,Arson,2.0
6/2020,Willard - Hay,Auto Theft,7.0
6/2020,Willard - Hay,Burglary,3.0
6/2020,Willard - Hay,Homicide,0.0
6/2020,Willard - Hay,Larceny,5.0
6/2020,Willard - Hay,Rape,0.0
6/2020,Willard - Hay,Robbery,1.0
6/2020,Windom,Aggravated Assault,4.0
6/2020,Windom,Arson,0.0
6/2020,Windom,Auto Theft,1.0
6/2020,Windom,Burglary,4.0
6/2020,Windom,Homicide,0.0
6/2020,Windom,Larceny,7.0
6/2020,Windom,Rape,0.0
6/2020,Windom,Robbery,2.0
6/2020,Windom Park,Aggravated Assault,0.0
6/2020,Windom Park,Arson,0.0
6/2020,Windom Park,Auto Theft,1.0
6/2020,Windom Park,Burglary,2.0
6/2020,Windom Park,Homicide,0.0
6/2020,Windom Park,Larceny,2.0
6/2020,Windom Park,Rape,0.0
6/2020,Windom Park,Robbery,0.0
